score,story,gemeente,woningtype,inkomen,opleiding,gender
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
5,Duurzame energie is belangrijk.,Hoogeveen,Koopwoning,Onder modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,Hoogeveen,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,Westerveld,Particuliere huurwoning,Boven modaal,Basisschool,Man
4,Ik zie de voor- en nadelen.,Westerveld,Sociale huurwoning,Boven modaal,Middelbare school,Anders
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Onder modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
1,Windmolens verstoren het landschap.,Emmen,Particuliere huurwoning,Boven modaal,Middelbare school,Vrouw
4,Ik zie de voor- en nadelen.,Assen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
1,Waarom moeten wij dit dragen?,Assen,Sociale huurwoning,Rondom modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Huurwoning,Onder modaal,Basisschool,Anders
5,Het is goed voor de toekomst.,Coevorden,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
3,"Duurzaam is goed, maar niet in onze wijk.",Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Coevorden,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Coevorden,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Het is goed voor de toekomst.,De Wolden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
4,Ik ben neutraal over dit onderwerp.,Westerveld,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Onder modaal,Basisschool,Geen antwoord
3,"Zonnepanelen ja, maar op daken.",Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Emmen,Koopwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Het is goed voor de toekomst.,Tynaarlo,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
4,Ik zie de voor- en nadelen.,Westerveld,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
3,"Duurzaam is goed, maar niet in onze wijk.",Coevorden,Koopwoning,Boven modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Boven modaal,Middelbare school,Man
1,Waarom moeten wij dit dragen?,Hoogeveen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Rondom modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Boven modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,Aa en Hunze,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Westerveld,Huurwoning,Boven modaal,Middelbare school,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
1,Ik ben tegen zonneparken in onze buurt.,Emmen,Sociale huurwoning,Onder modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Onder modaal,Basisschool,Vrouw
3,"Duurzaam is goed, maar niet in onze wijk.",Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,De Wolden,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
1,Waarom moeten wij dit dragen?,De Wolden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Onder modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Boven modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Het is goed voor de toekomst.,De Wolden,Huurwoning,Onder modaal,Basisschool,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Het is goed voor de toekomst.,Emmen,Koopwoning,Onder modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Onder modaal,Basisschool,Geen antwoord
4,Ik ben neutraal over dit onderwerp.,Tynaarlo,Koopwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Westerveld,Huurwoning,Boven modaal,Middelbare school,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,De Wolden,Huurwoning,Boven modaal,Beroepsonderwijs,Man
3,"Duurzaam is goed, maar niet in onze wijk.",Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
3,"Duurzaam is goed, maar niet in onze wijk.",De Wolden,Huurwoning,Boven modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Middelbare school,Vrouw
5,Duurzame energie is belangrijk.,De Wolden,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Basisschool,Geen antwoord
5,Het is goed voor de toekomst.,Borger-Odoorn,Koopwoning,Rondom modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Westerveld,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Onder modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Vrouw
1,Windmolens verstoren het landschap.,Emmen,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
1,Ik ben tegen zonneparken in onze buurt.,Hoogeveen,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Boven modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,De Wolden,Koopwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Coevorden,Huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Particuliere huurwoning,Onder modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,Het is goed voor de toekomst.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
4,Ik zie de voor- en nadelen.,Assen,Huurwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
3,"Zonnepanelen ja, maar op daken.",Coevorden,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Man
1,Ik ben tegen zonneparken in onze buurt.,Coevorden,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
4,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Boven modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Onder modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Onder modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Westerveld,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Rondom modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Emmen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
1,Waarom moeten wij dit dragen?,Tynaarlo,Koopwoning,Boven modaal,Middelbare school,Man
4,Ik ben neutraal over dit onderwerp.,De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
3,"Zonnepanelen ja, maar op daken.",Westerveld,Koopwoning,Rondom modaal,Middelbare school,Vrouw
1,Windmolens verstoren het landschap.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Duurzame energie is belangrijk.,Assen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Boven modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
4,"Zolang het goed geregeld is, vind ik het prima.",Hoogeveen,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Het is goed voor de toekomst.,Westerveld,Huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Rondom modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Aa en Hunze,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Boven modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
3,Niet ten koste van landbouwgrond.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Onder modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
2,"Zonnepanelen ja, maar op daken.",Westerveld,Huurwoning,Boven modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Rondom modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,De Wolden,Koopwoning,Onder modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Man
2,"Zonnepanelen ja, maar op daken.",Westerveld,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
