score,story,gemeente,woningtype,inkomen,opleiding,gender
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Aa en Hunze,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
3,"Zolang het goed geregeld is, vind ik het prima.",Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
4,Het is goed voor de toekomst.,Borger-Odoorn,Koopwoning,Boven modaal,Middelbare school,Anders
2,"Zonnepanelen ja, maar op daken.",Westerveld,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
2,Niet ten koste van landbouwgrond.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Aa en Hunze,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Emmen,Huurwoning,Boven modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Onder modaal,Basisschool,Geen antwoord
1,Waarom moeten wij dit dragen?,Hoogeveen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
1,Waarom moeten wij dit dragen?,Emmen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
1,Ik ben tegen zonneparken in onze buurt.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
3,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
2,"Zonnepanelen ja, maar op daken.",Tynaarlo,Huurwoning,Boven modaal,Basisschool,Man
2,"Duurzaam is goed, maar niet in onze wijk.",Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Onder modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Onder modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Boven modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Boven modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Boven modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
3,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Huurwoning,Onder modaal,Basisschool,Vrouw
1,Windmolens verstoren het landschap.,Coevorden,Huurwoning,Onder modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
3,Ik zie de voor- en nadelen.,Borger-Odoorn,Huurwoning,Onder modaal,Basisschool,Anders
2,Niet ten koste van landbouwgrond.,De Wolden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Boven modaal,Middelbare school,Vrouw
2,Niet ten koste van landbouwgrond.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Man
3,Ik zie de voor- en nadelen.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Anders
3,Ik ben neutraal over dit onderwerp.,Westerveld,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
4,Het is goed voor de toekomst.,De Wolden,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
1,Waarom moeten wij dit dragen?,Aa en Hunze,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
2,"Zonnepanelen ja, maar op daken.",De Wolden,Koopwoning,Boven modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
4,Het is goed voor de toekomst.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Onder modaal,Beroepsonderwijs,Man
2,"Zonnepanelen ja, maar op daken.",Coevorden,Koopwoning,Onder modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Huurwoning,Boven modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Rondom modaal,Basisschool,Anders
3,Ik ben neutraal over dit onderwerp.,Emmen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Onder modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Rondom modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
3,Ik zie de voor- en nadelen.,Hoogeveen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Basisschool,Man
1,Waarom moeten wij dit dragen?,Hoogeveen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
3,Ik zie de voor- en nadelen.,Tynaarlo,Koopwoning,Rondom modaal,Basisschool,Vrouw
2,"Zonnepanelen ja, maar op daken.",Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
3,Ik zie de voor- en nadelen.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Basisschool,Vrouw
4,Duurzame energie is belangrijk.,Tynaarlo,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Basisschool,Geen antwoord
1,Ik ben tegen zonneparken in onze buurt.,Assen,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Onder modaal,Basisschool,Man
2,"Zonnepanelen ja, maar op daken.",Westerveld,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
1,Waarom moeten wij dit dragen?,Westerveld,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
2,"Zonnepanelen ja, maar op daken.",Westerveld,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Boven modaal,Middelbare school,Anders
3,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
1,Ik ben tegen zonneparken in onze buurt.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Onder modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Middelbare school,Anders
2,"Zonnepanelen ja, maar op daken.",Emmen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
3,Ik ben neutraal over dit onderwerp.,Hoogeveen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Onder modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Onder modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
2,Niet ten koste van landbouwgrond.,Westerveld,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Aa en Hunze,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Rondom modaal,Middelbare school,Anders
4,Duurzame energie is belangrijk.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
3,Ik zie de voor- en nadelen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
4,Het is goed voor de toekomst.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Onder modaal,Basisschool,Vrouw
2,"Zonnepanelen ja, maar op daken.",Assen,Huurwoning,Onder modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
4,Duurzame energie is belangrijk.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Assen,Huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Vrouw
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Borger-Odoorn,Koopwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
4,Het is goed voor de toekomst.,De Wolden,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
2,"Duurzaam is goed, maar niet in onze wijk.",Coevorden,Particuliere huurwoning,Onder modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Onder modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Rondom modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Westerveld,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
2,Niet ten koste van landbouwgrond.,Tynaarlo,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
2,"Zonnepanelen ja, maar op daken.",De Wolden,Sociale huurwoning,Boven modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Anders
2,"Zonnepanelen ja, maar op daken.",Coevorden,Koopwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Anders
2,"Zonnepanelen ja, maar op daken.",Westerveld,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Man
3,"Zolang het goed geregeld is, vind ik het prima.",Assen,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Emmen,Koopwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Boven modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Rondom modaal,Middelbare school,Man
4,Het is goed voor de toekomst.,Hoogeveen,Huurwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
4,Duurzame energie is belangrijk.,Hoogeveen,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Boven modaal,Basisschool,Man
1,Windmolens verstoren het landschap.,Tynaarlo,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
1,Ik ben tegen zonneparken in onze buurt.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
2,"Zonnepanelen ja, maar op daken.",Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
1,Ik ben tegen zonneparken in onze buurt.,Hoogeveen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Onder modaal,Middelbare school,Anders
2,Niet ten koste van landbouwgrond.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
3,Ik zie de voor- en nadelen.,De Wolden,Huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Assen,Koopwoning,Rondom modaal,Basisschool,Man
